client_code,client_label,label_type,address,zip_code,city,Longitude,latitude,radius
11585,DERET TRANSPORTEUR,Client,184 QUAI BAS JACQUES ANQU,76000,ROUEN,,,80
9390,HAREVA,Client,44 BLD STANISLAS GIRARDIN,76140,LE PETIT QUEVILLY,,,80
2001,COULEURS DE TOLLENS AGORA,Client,"180, AV. DU MT RIBOUDET",76177,ROUEN CEDEX,,,80
10236,KAEFER WANNER,Client,RUE DE L INDUSTRIE,76530,GRAND COURONNE,,,80
10864,VILLE DE ROUEN,Client,ATELIERS MUNICIPAUX,76100,ROUEN,,,80
10115,SFIC,Client,ROUEN AGENCE AG1151,76800,ST ETIENNE DU ROUVRAY,,,80
13337,NORMANDIE ACCESSOIRES,Client,8 RUE MONGOLFIER,76120,LE GRAND QUEVILLY,,,80
8661,CLINIQUE SAINT HILAIRE,Client,2 PLACE ST HILAIRE,76000,ROUEN,,,80
12206,DELICES PRIMEURS,Client,98 AVENUE JEAN JAURES,76140,LE PETIT QUEVILLY,,,80
81,OREXAD,Client,26 RUE DE LA GRANDE EPINE,76800,ST ETIENNE DU ROUVRAY,,,80
14535,BZ SERVICES,Client,QUAI DE PETIT COURONNE,76650,PETIT COURONNE,,,80
12908,NOLLET ELECTRICITE,Client,BVD INDUSTRIELLE,76800,ST ETIENNE DU ROUVRAY,,,80
8002,MAHLOC,Client,3 AV.VICTOR GRIGNARD,76123,GRAND QUEVILLY CEDEX,,,80
9265,DERET TRANSPORTEUR,Client,5 QUAI DU DANEMARK,76380,DIEPPEDALLE CROISSET,,,80
5468,CEDEO,Client,PARC ST GILLES,76000,ROUEN,,,80
14899,CNP OISSEL,Client,5 RUE ANTOINE DE LAVOISIE,76120,LE GRAND QUEVILLY,,,80
7063,ARNO NORMANDIE,Client,72 RUE DE LESSARD,76100,ROUEN,,,80
13840,FLA,Client,1 RUE CLAUDE CHAPPE,76300,SOTTEVILLE LES ROUEN,,,80
12781,PARAMAT AGENCE SOTTEVILLE,Client,7 RUE DES JARDINIERS,76000,ROUEN,,,80
5097,POULLAIN,Client,"73, RUE ROUGET DE LISLE",76140,LE PETIT QUEVILLY,,,80
12028,CITADIS,Client,RUE HENRI GADEAU DE KERVI,76176,ROUEN CEDEX,,,80
14776,CANAILLES PELUCHES,Client,24 RUE MASSON,76350,OISSEL,,,80
7514,SAS RENAULT CLEON,Client,BP 105,76410,CLEON,,,80
4627,MARCK CHEZ TTOM,Client,BLD DE L ILE AUX OISEAUX,76530,GRAND COURONNE,,,80
232,DSM,Client,34 BOULEVARD DU MIDI,76173,ROUEN CEDEX 1,,,80
2880,CHIELVR,Client,D.S.T.H.,76503,ELBEUF CEDEX,,,80
10310,MEUBLES IKEA FRANCE,Client,IKEA MAGASIN ROUEN N�163,76410,TOURVILLE LA RIVIERE,,,80
12629,LE CLOS AUX ANTES PRIMEURS,Client,Zone Artisanale Clos aux,76410,TOURVILLE LA RIVIERE,,,80
6579,PVG FRANCE,Client,"4,RUE JEAN SIBELIUS",76410,SOTTEVILLE SOUS LE VAL,,,80
12266,1�re NRJ,Client,247 RUE FELIX FAURE,76320,CAUDEBEC LES ELBEUF,,,80
14526,LE CERCLE DES PIERRES,Client,59 RUE DE LA PAIX,76410,ST AUBIN LES ELBEUF,,,80
90,BELLANGER,Client,"228, RUE DES HAUTS VENTS",76320,ST PIERRE LES ELBEUF,,,80
8872,ENVIE 2E,Client,BOUCLES DE SEINE,76410,ST AUBIN LES ELBEUF,,,80
10573,LA VICOMTE,Client,"59, RUE DE LA PAIX",76410,ST AUBIN LES ELBEUF,,,80
2882,ALAN JULIEN,Client,"1091, RUE DE LA VILLETTE",76320,ST PIERRE LES ELBEUF,,,80
11337,MARCHE FRAIS -BOUCHERIE,Client,ZA DU CLOS AUX ANTES,76410,TOURVILLE-LA-RIVIERE,,,80
723,MAG MAT,Client,CARREFOUR MAISON BRULEE,76530,LA BOUILLE,,,80
11556,BROSSETTE ELBEUF,Client,247 RUE FELIX FAURE,76320,CAUDEBEC LES ELBEUF,,,80
2082,ALGECO,Client,ZI DU MOULIN,76410,CLEON,,,80
12723,LA FOIR FOUILLE,Client,zone Artisanale Clos des,76410,TOURVILLE LA RIVIERE,,,80
222,HOLDYS,Client,ZI,76192,YVETOT CEDEX,,,80
367,DUGRAND,Client,"273, BLD JULES DURAND",76071,LE HAVRE CEDEX,,,80
15180,IPODEC CHEZ CHEVRON,Client,Usine de Gronfreville l O,76600,LE HAVRE,,,80
15181,IPODEC CHEZ CIM,Client,Terre Plein Sud,76600,LE HAVRE,,,80
2597,SOFOP  TALIAPLAST,Client,Chemin du parc,76400,COLLEVILLE,,,80
298,GROUPE HOSPITALIER DU HAVRE,Client,DIRECTION DES ACHATS DE L,76290,MONTIVILLIERS,,,80
14814,LOGEOS,Client,ROUTE DES BLEUETS,76430,ETAINHUS,,,80
2622,VILLE DU HAVRE,Client,B.P. 51,76084,LE HAVRE CEDEX,,,80
15292,OUEST ACRO NORMANDIE,Client,5 rue GUSTAVE SERRURIER,76620,LE HAVRE,,,80
12699,HOTEL DE VILLE D YVETOT,Client,SERVICE COMPTA,76190,YVETOT,,,80
9459,TMT,Client,21 RUE VINCENT VAN GOGH,76290,MONTIVILLIERS,,,80
196,EIC BAZELLE,Client,6 RUE DE LA PLAINE,76700,GONFREVILLE L ORCHER,,,80
15631,DISTRIDEAUVILLE GD,Client,LEADER PRICE GODERVILLE,76110,GODERVILLE MAGASIN FERME,,,80
1475,LAVENU TRANSPORTS,Client,"67, RUE SAINT BENOIST",76400,FECAMP,,,80
15276,BL MACONNERIE,Client,245 ROUTE DE VERSAILLES,76110,GRAINVILLE YMAUVILLE,,,80
13705,TETRIS,Client,FORT DE TOURNEVILLE,76620,LE HAVRE,,,80
4662,LANDRIN,Client,HORTICULTEUR,76110,HOUQUETOT,,,80
9450,OLVEA FISH OILS,Client,PARC D ACTIVITES DES HAUT,76400,ST LEONARD,,,80
2722,ARTS ET CONSTRUCTION,Client,FRANQUEVILLE,76400,CONTREMOULINS,,,80
15214,CTL LES ATELIERS DE BREAU,Client,ZA LA FLACQUAIRE,76110,BREAUTE,,,80
8003,ATS,Client,PARC DE L ESTUAIRE,76700,HARFLEUR,,,80
10411,FINODEV OCEANE,Client,LECLERC DRIVE,76700,GONFREVILLE L ORCHER,,,80
13041,OCEANE STADIUM,Client,BD LENINGRAD,76600,LE HAVRE,,,80
11856,ESTUAIRE ELECTRICITE,Client,6 AVENUE MARCEL LE MIGNOT,76700,GONFREVILLE L ORCHER,,,80
13645,VEHI GLACE,Client,22 RUE DU CAPUCHET,76620,LE HAVRE,,,80
10875,DUFRENNE MENUISERIE,Client,6 RUE RAOUL DUFY,76290,MONTIVILLIERS,,,80
11313,KING JOUET,Client,ZAC DE L ESTUAIRE,76700,GONFREVILLE-L ORCHER,,,80
15587,ALL SERVICES,Client,10 BIS RUE DES PRES,76110,GODERVILLE,,,80
12175,GIFI,Client,GONFREVILLE L  ORCHER ZON,76700,GONFREVILLE L ORCHER,,,80
13871,TRANSPORT LELOUP,Client,3675 QUAI DE GIRONDE,76600,LE HAVRE,,,80
170,EFS,Client,"609,CHEMIN DE LA BRETEQUE",76235,BOISGUILLAUME CEDEX,,,80
4738,ECM,Client,Z.I. DES PEUPLIERS,76530,GRAND COURONNE,,,80
14904,SEYRIS,Client,8 QUAI Georges Raverat,76600,LE HAVRE,,,80
6455,TRANSPORTS ROBERT ET FILS,Client,"90,RUE DE L OISEAU BLEU",76490,ST WANDRILLE RANCON,,,80
11741,ECN CHEZ FLEXI FRANCE,Client,RUE JEAN HURE,76580,LE TRAIT,,,80
975,NORMANDY AERO SPARES,Client,1 AVENUE DU LATHAM 47,76490,CAUDEBEC EN CAUX,,,80
13334,REICHHART CHEZ SANDOUVILLE,Client,SITE RENAULT SANDOUVILLE,76430,SANDOUVILLE,,,80
4761,SYNTHOMER SPECIALITY CHEMICALS,Client,SERVICE FACTURATION,76080,LE HAVRE CEDEX,,,80
11643,TOTALENERGIES RAFFINAGE FRANCE,Client,BP 98,76700,HARFLEUR,,,80
7838,TRANSPORTS ARMAND,Client,BP 5078,76071,LE HAVRE CEDEX,,,80
10719,DERICHEBOURG CHEZ RENAULT,Client,SANDOUVILLE,76054,LE HAVRE,,,80
12930,ITCM CHEZ RENAULT SANDOUVILLE,Client,0,76430,SANDOUVILLE,,,80
13699,ALTRAD ENDEL,Client,PORT JEROME,76170,LILLEBONNE,,,80
15446,NORMANDY EXPRESS,Client,6502 VOIE DES BARGES ROUS,76430,SANDOUVILLE,,,80
14505,EASY LOGISTIQUE,Client,PLPN,76430,ST VIGOR D YMONVILLE,,,80
9755,SEINE PLASTIQUE,Client,ENCEINTE EXXON MOBIL CHEM,76170,LILLEBONNE,,,80
8463,DU VAIS,Client,1 RUE DU VAIS,76450,CANOUVILLE,,,80
15163,1001 CONCEPTS,Client,Ferme du Bois Jouan,76210,NOINTOT,,,80
11581,AMN,Client,ZI DE LA GRANDE CAMPAGNE,76330,NOTRE DAME DE GRAVENCHON,,,80
7610,FORLUMEN RESEAUX,Client,ZAC DE ST JEAN DE LA NEUV,76210,ST JEAN DE LA NEUVILLE,,,80
12271,ALFRAN,Client,28 BD MARECHAL DE LATTRE,76170,LILLEBONNE,,,80
7350,TRANSPORTS DCP,Client,HAUTES FALAISES,76110,BRETTEVILLE DU GRAND CAUX,,,80
4180,DISTRIDIAM,Client,330 ROUTE DE GODERVILLE,76430,ST ROMAIN DE COLBOSC,,,80
6157,PONTICELLI FRERES,Client,B.P. 30,76330,NOTRE DAME DE GRAVENCHON,,,80
320,CARREFOUR HYPERMARCHES,Client,CENTRE  COMMERCIAL,76210,GRUCHET LE VALASSE,,,80
744,ESSO RAFFINAGE,Client,PAIEMENTS FOURNISSEURS,76330,N.D. DE GRAVENCHON,,,80
7635,GRUCHET MAGASIN NOZ,Client,RTE DE LILLEBONNE,76210,GRUCHET LE VALASSE,,,80
13369,GIFI,Client,RUE DE L  ABBAYE RD 173,76210,GRUCHET LE VALASSE,,,80
13003,SARL QUINTIN,Client,RUE DU MOUCHY,76133,MANEGLISE,,,80
2401,CAMUSET PLASTIQUE,Client,"6, BIS RUE FERME SORAN",76170,AUBERVILLE LA CAMPAGNE,,,80
13853,SUPER U,Client,82 Avenue du G�n�ral Faid,80300,ALBERT,,,80
4982,EUROLASER,Client,7 RUE RICHARD LENOIR,80220,GAMACHES,,,80
10870,BOREALIS CHIMIE,Client,30 RUE DE L INDUSTRIE,76121,GRAND QUEVILLY CEDEX,,,80
11594,IPODEC NORMANDIE,Client,1674 BOULEVARD DAMBOURNEY,76350,OISSEL,,,80
14245,ACIALU MENUISERIES,Client,1290 ROUTE DE DIEPPE,76230,ISNEAUVILLE,,,80
1960,LECUREUR,Client,CENTRE SENTE QUENNEPORT,76380,DIEPPEDALLE CROISSET,,,80
9944,SCEA BLONDEL,Client,2180 ROUTE DU CHATEAU D E,76110,BRETEVILLE DU GRAND CAUX,,,80
14921,PLOMBERIE SERVICES 76,Client,5 Zac de la Maison Blanch,76370,GREGES,,,80
13998,PARIS NORMANDIE,Client,97 BLD DE L EUROPE,76174,ROUEN CEDEX,,,80
6648,LA GARENNE,Client,FERME DE LA GARENNE,76430,SAINNEVILLE SUR SEINE,,,80
11979,OCEADIS,Client,ROUTE DU FOND HALLOT,76190,VALLIQUERVILLE,,,80
10522,LOGIPLASTIQUE RADICATEL,Client,0,76170,ST JEAN DE FOLLEVILLE,,,80
13955,AER AVION,Client,7 CHEMIN DE LA VOUTE,76120,LE GRAND QUEVILLY,,,80
11274,GENIE FLEXION,Client,7 CHEMIN DE LA VOUTE,76140,LE PETIT QUEVILLY,,,80
1163,SECOMI,Client,ZONE INDUSTRIELLE,76340,BLANGY SUR BRESLE,,,80
11530,L AGENCE DE PROD,Client,169 RUE DU BOCAGE,76720,AUFFAY,,,80
10144,TEXBAKOO,Client,LES AUBAINES,76100,ROUEN,,,80
11060,ASTURIENNE,Client,427 RUE DES CHANTIERS,76600,LE HAVRE,,,80
10715,MEDIAPOST,Client,1 RUE DE L INDUSTRIE,76380,CANTELEU,,,80
6756,AUCHAN SUPERMARCHE,Client,ROUTE NEUVE,76220,FERRIERES EN BRAY,,,80
7138,ESSO RAFFINAGE SAF,Client,CENTRE PAYEUR PJG,76330,N.D. DE GRAVENCHON,,,80
2811,SDIS SEINE MARITIME,Client,BP 78,76192,YVETOT CEDEX,,,80
7671,BOULEY SEDIN,Client,2 RUE GAY LUSSAC,76150,LA VAUPALIERE,,,80
13020,POINT P - SONEN,Client,41 RUE DE TOURVILLE,76600,LE HAVRE,,,80
14063,REGIE DIEPPOISE DES ACTIVITES,Client,PORTUAIRES,76201,DIEPPE CEDEX,,,80
7143,MANULOC L2M,Client,ZI DE LA POUDRERIE,76350,OISSEL,,,80
13261,HETTIER ROBERT,Client,QUAI DE MOSELLE,76071,LE HAVRE CEDEX,,,80
14570,CHAMPIS EN SEINE,Client,11 IMPASSE CITE BARON,76960,NOTRE DAME DE BONDEVILLE,,,80
6182,COCAGNE,Client,PARC D ACTIVITES DU,76690,LA RUE ST PIERRE,,,80
12372,FONTAINE,Client,2 BLD VICTOR HUGO,76390,AUMALE,,,80
13925,ONET CHEZ JOHN CRANE,Client,114 RUE JULES FERRY,76250,DEVILLE LES ROUEN,,,80
11998,CHASTAGNER LOCATION,Client,37 RUE DESIRE,76800,ST ETIENNE DU ROUVRAY,,,80
9409,DOCKERS DE NORMANDIE,Client,32 RUE DE COLMAR,76056,LE HAVRE CEDEX,,,80
12819,ANTALVERT,Client,8 ROUTE DE ROUEN,76270,QUIEVRECOURT,,,80
9595,LES SEPT CLOCHERS,Client,85 RUE DE LA MAIRIE,76640,BERMONVILLE,,,80
14030,LEADER PRICE,Client,RUE JEHAN LE PROVREMOYNE,76240,LE MESNIL ESNARD,,,80
12901,TOP ATLANTIQUE YBERT,Client,Rue Michel POULMARCH,76800,ST ETIENNE DU ROUVRAY,,,80
15526,STOCK DISCOUNT DEVILLE,Client,560 ROUTE DE DIEPPE,76250,DEVILLE LES ROUEN,,,80
6639,NORMA FROID,Client,P.A. DU MESNIL ROUX,76360,BARENTIN,,,80
14836,BOUAZIZ MOULOUD,Client,15 RUE BLANCHE DE CASTILL,76130,MONT ST AIGNAN,,,80
11676,MAIRIE,Client,BP 219,76196,YVETOT CEDEX,,,80
10446,SOPROTEC,Client,PARC D ACTIVITES DE LA BR,76230,BOIS GUILLAUME,,,80
10197,SARL TURENNE,Client,CARREFOUR MARKET,76600,LE HAVRE,,,80
12428,CRAQUELIN PAULE,Client,859 route du bois Carré,76640,BENNETOT,,,80
12246,KANGOUROU,Client,4 RUE MAIRIE JEAN ANTOINE,76300,SOTTEVILLE LES ROUEN,,,80
14834,TALAH FARID,Client,148 RUE DE GESSARD,76100,ROUEN,,,80
13416,FROMAGERIE PAYS DE BRAY,Client,RUE SAINTE RADEGONDE,76270,NEUFCHATEL EN BRAY,,,80
12298,MASUREL POLLET CARTONNAGE,Client,ZONE INDUSTRIELLE,76440,FORGES LES EAUX,,,80
14219,CNP MONT SAINT AIGNAN,Client,5 RUE ANTOINE DE LAVOISIE,76120,LE GRAND QUEVILLY,,,80
9986,FREM,Client,RUE MARCONI,76150,MAROMME,,,80
15087,SKAGEN SSB,Client,154 RUE VICTOR HUGO,76600,LE HAVRE,,,80
12575,SOROMECA,Client,1000 ROUTE DE LA CHAPELLE,76430,ST ROMAIN DE COLBOSC,,,80
14425,FRIGO TRANSPORTS 76,Client,QUAI GALLIANI,76200,DIEPPE,,,80
7839,TOUAX SOLUTIONS MODULAIRES,Client,ZA DU MOULIN,76410,CLEON,,,80
12474,TECHNICONTROL PL,Client,BASSIN SAINT GERVAIS,76042,ROUEN CEDEX,,,80
12017,GRANITS & MATERIAUX,Client,73 A RUE DU GAL DE GAULLE,76770,LE HOULME,,,80
14347,NOLLET DIEPPE,Client,ZI LOUIS DELAPORTE,76370,ROUXMESNIL BOUTEILLES,,,80
13539,AGASSE FRERES,Client,RUE MONSEIGNEUR LEMONNIER,76480,ANNEVILLE AMBOURVILLE,,,80
13397,SNMS VINCI FACILITIES,Client,225 RUE DU NOYER DES BOUT,76800,ST ETIENNE DU ROUVRAY,,,80
13884,GRESSENT MEDICAL,Client,7 ROUTE DU HAVRE,76890,TOTES,,,80
13628,KHIAR M TRANSPORT,Client,12 RUE DES LONGUES MARES,76520,ST AUBIN CELLOVILLE,,,80
5076,RENAULT,Client,CKD GRAND-COURONNE,78084,YVELINES CEDEX 09,,,80
7361,BARRY CALLEBAUT,Client,MANUFACTURING FRANCE,78250,MEULAN HARDRICOURT,,,80
133,BARRY CALLEBAUT FRANCE,Client,"5, BLD MICHELET",78250,MEULAN,,,80
7943,GDE LIMAY,Client,AV DREYFUS DUCAS,78520,LIMAY,,,80
12803,ALIZE WHITE PANAMA,Client,52. Rue des fontenelles,78920,ECQUEVILLY,,,80
7852,AUTONEUM FRANCE SASU,Client,ZAC DES CHEVRIES,78416,AUBERGENVILLE CEDEX,,,80
11351,FEDEX CHEZ FENWICK LINDE,Client,DIRECTION OPERATION CENTR,78854,ELANCOURT,,,80
15447,MEDEXENO,Client,38 BLD PAUL CEZANNE,78280,GUYANCOURT,,,80
9973,LES ENTREPOTS MODERNES,Client,5 Rue du Vieux Ch�ne,78980,BREVAL,,,80
12569,ITP,Client,11 QUAI CONTI,78430,LOUVECIENNES,,,80
14282,KFS LOGISTICS,Client,32 RUE D AIGREMONT,78300,POISSY,,,80
10894,GENERALE DE MAINTENANCE,Client,ACTEMIUM,78140,VELIZY VILLACOUBLAY,,,80
6278,ARTEGY,Client,CF 30290,78180,MONTIGNY LE BRETONNEUX,,,80
8693,BARRY CALLEBAUT MANUFACTURING,Client,5 BLD MICHELET,78250,HARDRICOURT,,,80
1364,LE JOINT FRANCAIS SNC,Client,SITE DE GAMACHES,80220,GAMACHES,,,80
1889,PARICHE GERARD,Client,0,80220,BOUILLANCOURT EN SERY,,,80
5110,MILLANCOURT ET NICOLAS,Client,49 RUE DE NORMANDIE,80220,GAMACHES,,,80
4975,SOMMALEV,Client,PARC ACTIVITE DE GROS JAC,80880,ST QUENTIN LA MOTTE,,,80
12384,MATERIAUX PICARDS,Client,(SEE MILLANCOURT),80500,MONTDIDIER,,,80
2269,MEGA VERRE PHARMACIE,Client,ROUTE NATIONALE,80880,ST QUENTIN LA MOTTE,,,80
12273,MILLANCOURT ET NICOLAS,Client,LE COQ GAULOIS,80590,MORVILLERS ST SATURNIN,,,80
6851,VALENTIN,Client,4 ZAC DU MOULIN,80210,FEUQUIERES EN VIMEU,,,80
14775,ALKERN,Client,RUE DAIRE,80290,GAUVILLE,,,80
481,GALVAMETAL,Client,"20, RUE CH. DE GAULLE",80570,EMBREVILLE,,,80
12439,YVON ET FILS (BDN),Client,GRANDE RUE,80770,BEAUCHAMPS,,,80
5338,PGS PICARDIE,Client,ZA LA MORTIGNETTE,80260,VILLERS BOCAGE,,,80
12275,MILLANCOURT ET NICOLAS,Client,Avenue Francois Mitterran,80140,OISEMONT,,,80
466,FCP,Client,"32, RUE JEAN MOULIN",80430,LIOMER,,,80
12475,MATERIAUX PICARDS,Client,(SEE MILLANCOURT),80800,VILLERS BRETONNEUX,,,80
12274,MILLANCOURT ET NICOLAS,Client,"5, rue du 8 mai 1945",80130,FRIVILLE ESCARBOTIN,,,80
887,PICOURT PACKAGING,Client,"6, RUE DE CITERNES",80490,FRUCOURT,,,80
10304,PR OCIDO,Client,3 ALLEE DES MARETTES,80130,FRIVILLE ESCARBOTIN,,,80
4231,PLASTIQUE SERVICE PLUS,Client,ZONE D ACTIVITES,80770,BEAUCHAMPS,,,80
1526,GRANDSIRE FRIVILLE,Client,"84,RUE ISAIE SELLIER",80130,FRIVILLE ESCARBOTIN,,,80
12315,CALIPSO (SIEGE),Client,"86, BOULEVARD DE LA REPUB",80101,ABBEVILLE,,,80
12021,SICAP (GAMM VERT),Client,22 BOULEVARD MICHEL STROG,80440,BOVES,,,80
10524,POILLY METALLERIE,Client,6 RUE DU PUITS,80220,BOUILLANCOURT EN SERY,,,80
885,PICARDIE PALETTES,Client,"Z.I. 2, RUE GRAND-SELVE",80220,GAMACHES,,,80
13571,NORAUTO,Client,Centre Commercial Auchan,80350,MERS LES BAINS,,,80
14291,VANDEVELDE,Client,26 RUE BASSE,80430,INVAL BOIRON,,,80
15173,M.A.I ENGINEERING,Client,ZA VALLEE MAZIN,80220,BOUTTENCOURT,,,80
12927,GAMM VERT,Client,ROUTE D AMIENS,60120,BRETEUIL,,,80
14856,CAP ENERGIE APVB,Client,508 RUE DE LA MOTTE,80880,ST QUENTIN LA MOTTE CROIX,,,80
13066,GAMM VERT VILLAGE,Client,VAL NIEVRE,80420,FLIXECOURT,,,80
12926,GAMM VERT,Client,ROUTE DE THENNES,80110,MOREUIL,,,80
11808,U EXPRESS,Client,RUE JEAN JAURES,80470,AILLY SUR SOMME,,,80
14027,LEADER PRICE,Client,RUE DE LA GRENOUILLERE,80290,POIX DE PICARDIE,,,80
14041,LEADER PRICE,Client,ROUTE DE VILLE LE MARCLET,80420,FLIXECOURT,,,80
13526,EQUIPEMENT A PARTAGER,Client,60 RUE DE LA VALLEE,80000,AMIENS,,,80
10439,COMLEV,Client,RUE MAURICE THOREZ,80470,ST SAUVEUR,,,80
7201,SPIE INDUSTRIE,Client,COMPTABILITE FOURNISSEUR,35093,RENNES CEDEX 9,,,80
2787,RELAIS VIVIER JJ,Client,34 RUE JEAN MOULINS,80430,LIOMER,,,80
14069,ATS INTERNATIONAL,Client,MULTIPARC DU THILLAY,95500,LE THILLAY,,,80
9259,MRC GLOBAL,Client,21 23 RUE DU PETIT ALBI,95000,CERGY,,,80
11511,SM RENTAL,Client,CARGO 2 BAT 3700,95708,ROISSY CDG CEDEX,,,80
11345,PROPHOT,Client,7 RUE JOSEPH JACQUARD,95691,GOUSSAINVILLE,,,80
5954,HOPPECKE,Client,"Centre d Affaires ""Le Ché",60520,LA CHAPELLE EN SERVAL,,,80
7703,DISTRI PLUS 66,Client,RUE DE BIRHAKEM,76200,DIEPPE,,,80
15078,SELINGUE,Client,Avenue de l europe,76630,PETIT CAUX,,,80
13877,CENTRAKOR SIMONELLA,Client,49 RUE DE LA DIVISION LECLERC,50300,AVRANCHES,,,80
1934,ALLOT MATERIAUX,Client,HAMEAU LE GRUCHET,27600,AILLY,,,80
3212,BOUVET,Client,15-17 RUE CHARLES SAURIA,14123,IFS,,,80
